Name;Order;Runs;Balls;4s;6s;SR;minutes at crease;Players Team;Match;Result;Team1;;Team1 Innings;Wickets1;Team2;Team2 Innings;Wickets2;
RJ Quiney;3;6;2;0;1;300;none recorded;Rajasthan Royals Innings (20 overs maximum);10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
YK Pathan;4;42;21;6;2;200;none recorded;Rajasthan Royals Innings (20 overs maximum);10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
RA Jadeja;5;22;26;0;0;84.61;none recorded;Rajasthan Royals Innings (20 overs maximum);10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
AD Mascarenhas;6;27;28;2;0;96.42;none recorded;Rajasthan Royals Innings (20 overs maximum);10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
AS Raut;7;21;13;1;2;161.53;none recorded;Rajasthan Royals Innings (20 overs maximum);10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
CH Gayle;1;41;33;2;4;124.24;none recorded;Kolkata Knight Riders;10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
BB McCullum (c) æ;2;3;9;0;0;33.33;none recorded;Kolkata Knight Riders;10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
LR Shukla;3;13;13;1;0;100;none recorded;Kolkata Knight Riders;10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
BJ Hodge;4;5;7;0;0;71.42;none recorded;Kolkata Knight Riders;10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
SC Ganguly;5;46;30;4;2;153.33;none recorded;Kolkata Knight Riders;10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
SB Bangar;6;2;9;0;0;22.22;none recorded;Kolkata Knight Riders;10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
Yashpal Singh;7;20;18;3;0;111.11;none recorded;Kolkata Knight Riders;10th match (D/N), Indian Premier League at Cape Town, Apr 23 2009;Match tied (Royals won the one-over eliminator);Rajasthan Royals;;150;6;Kolkata Knight Riders;150;8¾;20 ov)
JD Ryder;1;32;21;6;0;152.38;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
RV Uthappa æ;2;0;1;0;0;0;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
JH Kallis;3;62;46;5;2;134.78;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
KP Pietersen (c);4;0;2;0;0;0;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
R Dravid;5;10;13;0;0;76.92;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
LRPL Taylor;6;35;22;4;2;159.09;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
V Kohli;7;2;3;0;0;66.66;none recorded;Royal Challengers Bangalore Innings (20 overs maximum);11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
RS Bopara;1;84;59;4;5;142.37;none recorded;Kings XI Punjab;11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
K Goel;2;19;19;1;0;100;none recorded;Kings XI Punjab;11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
KC Sangakkara æ;3;26;18;2;1;144.44;none recorded;Kings XI Punjab;11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
Yuvraj Singh (c);4;30;17;3;1;176.47;none recorded;Kings XI Punjab;11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
DPMD Jayawardene;5;1;1;0;0;100;none recorded;Kings XI Punjab;11th match (D/N), Indian Premier League at Durban, Apr 24 2009;Kings XI won by 7 wickets (with 6 balls remaining);Royal Challengers Bangalore;;168;9;Kings XI Punjab;173;3¾;19/20 ov)
AC Gilchrist (c) æ;1;35;20;3;3;175;none recorded;Deccan Chargers Innings (20 overs maximum);12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
HH Gibbs;2;58;44;6;2;131.81;none recorded;Deccan Chargers Innings (20 overs maximum);12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
DR Smith;3;35;22;2;2;159.09;none recorded;Deccan Chargers Innings (20 overs maximum);12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
RG Sharma;4;3;5;0;0;60;none recorded;Deccan Chargers Innings (20 overs maximum);12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
VVS Laxman;5;0;1;0;0;0;none recorded;Deccan Chargers Innings (20 overs maximum);12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
Y Venugopal Rao;6;9;10;0;0;90;none recorded;Deccan Chargers Innings (20 overs maximum);12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
DB Ravi Teja;7;9;9;1;0;100;none recorded;Deccan Chargers Innings (20 overs maximum);12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
ST Jayasuriya;1;1;8;0;0;12.5;none recorded;Mumbai Indians;12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
SR Tendulkar (c);2;36;27;3;2;133.33;none recorded;Mumbai Indians;12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
JP Duminy;3;47;40;4;2;117.5;none recorded;Mumbai Indians;12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
S Dhawan;4;3;7;0;0;42.85;none recorded;Mumbai Indians;12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
DJ Bravo;5;21;18;2;0;116.66;none recorded;Mumbai Indians;12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
AM Nayar;6;10;6;0;1;166.66;none recorded;Mumbai Indians;12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
Harbhajan Singh;7;20;8;1;2;250;none recorded;Mumbai Indians;12th match, Indian Premier League at Durban, Apr 25 2009;Chargers won by 12 runs;Deccan Chargers;;168;9;Mumbai Indians;156;7¾;20 ov)
JH Kallis;1;0;1;0;0;0;1;Royal Challengers Bangalore Innings (20 overs maximum);14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
RV Uthappa;2;3;4;0;0;75;8;Royal Challengers Bangalore Innings (20 overs maximum);14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
KP Pietersen (c);3;37;25;2;2;148;40;Royal Challengers Bangalore Innings (20 overs maximum);14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
LRPL Taylor;4;31;34;3;0;91.17;45;Royal Challengers Bangalore Innings (20 overs maximum);14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
V Kohli;5;22;24;1;0;91.66;46;Royal Challengers Bangalore Innings (20 overs maximum);14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
MV Boucher æ;6;36;28;2;2;128.57;31;Royal Challengers Bangalore Innings (20 overs maximum);14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
B Akhil;7;8;4;0;1;200;6;Royal Challengers Bangalore Innings (20 overs maximum);14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
G Gambhir;1;16;19;1;0;84.21;25;Delhi Daredevils;14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
V Sehwag (c);2;7;5;0;1;140;7;Delhi Daredevils;14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
TM Dilshan;3;67;47;5;2;142.55;86;Delhi Daredevils;14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
AB de Villiers;4;21;23;0;0;91.3;34;Delhi Daredevils;14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
KD Karthik æ;5;12;9;1;1;133.33;13;Delhi Daredevils;14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
M Manhas;6;23;13;3;0;176.92;21;Delhi Daredevils;14th match, Indian Premier League at Port Elizabeth, Apr 26 2009;Daredevils won by 6 wickets (with 4 balls remaining);Royal Challengers Bangalore;;149;7;Delhi Daredevils;150;4¾;19,2/20 ov)
RS Bopara;1;11;15;2;0;73.33;none recorded;Kings XI Punjab Innings (20 overs maximum);15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
K Goel;2;0;0;0;0;-;none recorded;Kings XI Punjab Innings (20 overs maximum);15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
KC Sangakkara æ;3;60;51;7;1;117.64;none recorded;Kings XI Punjab Innings (20 overs maximum);15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
Yuvraj Singh (c);4;2;3;0;0;66.66;none recorded;Kings XI Punjab Innings (20 overs maximum);15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
DPMD Jayawardene;5;7;10;0;0;70;none recorded;Kings XI Punjab Innings (20 overs maximum);15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
IK Pathan;6;39;33;2;2;118.18;none recorded;Kings XI Punjab Innings (20 overs maximum);15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
PP Chawla;7;6;6;1;0;100;none recorded;Kings XI Punjab Innings (20 overs maximum);15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
SA Asnodkar;1;3;4;0;0;75;none recorded;Rajasthan Royals;15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
GC Smith;2;2;6;0;0;33.33;none recorded;Rajasthan Royals;15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
RJ Quiney;3;7;8;1;0;87.5;none recorded;Rajasthan Royals;15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
YK Pathan;4;10;13;2;0;76.92;none recorded;Rajasthan Royals;15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
AD Mascarenhas;5;4;2;1;0;200;none recorded;Rajasthan Royals;15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
RA Jadeja;6;37;44;2;0;84.09;none recorded;Rajasthan Royals;15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
AS Raut;7;1;4;0;0;25;none recorded;Rajasthan Royals;15th match (D/N), Indian Premier League at Cape Town, Apr 26 2009;Kings XI won by 27 runs;Kings XI Punjab;;139;6;Rajasthan Royals;112;7¾;20 ov)
PA Patel;1;0;2;0;0;0;none recorded;Chennai Super Kings Innings (20 overs maximum);16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
ML Hayden;2;49;35;8;0;140;none recorded;Chennai Super Kings Innings (20 overs maximum);16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
SK Raina;3;25;19;1;2;131.57;none recorded;Chennai Super Kings Innings (20 overs maximum);16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
MS Dhoni (c) æ;4;22;22;1;1;100;none recorded;Chennai Super Kings Innings (20 overs maximum);16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
JDP Oram;5;41;29;4;2;141.37;none recorded;Chennai Super Kings Innings (20 overs maximum);16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
JA Morkel;6;13;7;1;1;185.71;none recorded;Chennai Super Kings Innings (20 overs maximum);16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
S Badrinath;7;8;9;1;0;88.88;none recorded;Chennai Super Kings Innings (20 overs maximum);16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
AC Gilchrist (c) æ;1;44;19;5;3;231.57;none recorded;Deccan Chargers;16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
HH Gibbs;2;69;56;6;2;123.21;none recorded;Deccan Chargers;16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
VVS Laxman;3;4;5;0;0;80;none recorded;Deccan Chargers;16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
RG Sharma;4;18;19;0;1;94.73;none recorded;Deccan Chargers;16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
DR Smith;5;12;5;1;1;240;none recorded;Deccan Chargers;16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
AA Bilakhia;6;12;14;1;0;85.71;none recorded;Deccan Chargers;16th match, Indian Premier League at Durban, Apr 27 2009;Chargers won by 6 wickets (with 3 balls remaining);Chennai Super Kings;;165;6;Deccan Chargers;169;4¾;19,3/20 ov)
ST Jayasuriya;1;52;32;2;4;162.5;75;Mumbai Indians Innings (20 overs maximum);17th match (D/N), Indian Premier League at Port Elizabeth, Apr 27 2009;Mum Indians won by 92 runs;Mumbai Indians;;187;6;Kolkata Knight Riders;95;;15,2/20 ov)
SR Tendulkar (c);2;68;45;6;4;151.11;63;Mumbai Indians Innings (20 overs maximum);17th match (D/N), Indian Premier League at Port Elizabeth, Apr 27 2009;Mum Indians won by 92 runs;Mumbai Indians;;187;6;Kolkata Knight Riders;95;;15,2/20 ov)
Harbhajan Singh;3;18;8;1;2;225;6;Mumbai Indians Innings (20 overs maximum);17th match (D/N), Indian Premier League at Port Elizabeth, Apr 27 2009;Mum Indians won by 92 runs;Mumbai Indians;;187;6;Kolkata Knight Riders;95;;15,2/20 ov)
JP Duminy;4;18;14;1;0;128.57;26;Mumbai Indians Innings (20 overs maximum);17th match (D/N), Indian Premier League at Port Elizabeth, Apr 27 2009;Mum Indians won by 92 runs;Mumbai Indians;;187;6;Kolkata Knight Riders;95;;15,2/20 ov)
